date,value,type
2025-05-28 00:00:00,5655.93,income
2025-04-21 00:00:00,4128.04,income
2025-10-21 00:00:00,6165.74,income
1/25/2025,266.15,expense
2025-03-04 00:00:00,8252.43,income
2025-11-10 00:00:00,7079.69,income
2025-12-20 00:00:00,3619.42,income
2025-08-25 00:00:00,9049.13,income
2025-11-09 00:00:00,9695.43,expense
2025-07-11 00:00:00,4029.05,income
2025-07-26 00:00:00,2531.09,expense
2025-12-27 00:00:00,9254.17,income
2025-06-08 00:00:00,5505.1,income
2025-01-31 00:00:00,6878.97,expense
2025-07-16 00:00:00,5231.88,income
2025-06-17 00:00:00,6116.11,expense
2025-05-26 00:00:00,4814.21,expense
2025-01-12 00:00:00,7053.0,expense
2025-01-12 00:00:00,6966.61,income
2025-11-06 00:00:00,9596.5,expense
2025-05-09 00:00:00,3045.1,income
2025-01-19 00:00:00,9410.97,expense
2025-04-22 00:00:00,2146.57,expense
2025-06-26 00:00:00,8813.13,income
2025-06-04 00:00:00,9865.03,expense
2025-10-31 00:00:00,3593.03,expense
2025-12-25 00:00:00,5732.94,expense
2025-03-30 00:00:00,8424.94,income
2025-11-22 00:00:00,8988.46,income
4/13/2025,275.16,expense
2025-08-25 00:00:00,1026.7,income
2025-07-04 00:00:00,6405.03,income
2025-05-14 00:00:00,1244.74,income
2025-01-02 00:00:00,1258.78,income
2025-08-21 00:00:00,8395.34,expense
2025-05-17 00:00:00,8319.31,expense
2025-10-14 00:00:00,8377.41,income
2025-04-18 00:00:00,4599.37,income
2025-03-08 00:00:00,6291.9,expense
2025-10-10 00:00:00,5239.54,expense
2025-10-11 00:00:00,8699.21,expense
2025-07-01 00:00:00,8474.07,income
2025-12-31 00:00:00,5343.17,income
2025-04-23 00:00:00,5868.33,expense
2025-02-28 00:00:00,6850.21,expense
2025-04-06 00:00:00,5406.39,expense
2025-11-04 00:00:00,8327.74,income
2025-11-07 00:00:00,5705.91,income
2025-06-16 00:00:00,8233.65,income
2025-03-13 00:00:00,4524.15,expense
2025-03-06 00:00:00,2996.19,income
2025-06-16 00:00:00,6977.18,income
2025-06-03 00:00:00,5969.41,expense
2025-08-05 00:00:00,2448.58,income
2025-09-09 00:00:00,4254.44,income
2025-05-26 00:00:00,2580.21,income
2025-05-29 00:00:00,4242.39,expense
2025-03-13 00:00:00,6148.83,income
2025-11-05 00:00:00,3556.26,income
2025-10-02 00:00:00,4056.77,expense
2025-05-14 00:00:00,3459.71,income
2025-11-25 00:00:00,8594.39,income
2025-12-18 00:00:00,7002.96,income
2025-08-05 00:00:00,6310.84,expense
2025-07-29 00:00:00,3836.81,expense
2025-03-10 00:00:00,2389.01,expense
2025-10-05 00:00:00,4215.44,income
2025-02-20 00:00:00,6843.43,income
2025-01-14 00:00:00,5118.6,income
2025-04-10 00:00:00,5063.62,expense
2025-07-14 00:00:00,6137.07,expense
2025-12-05 00:00:00,9681.46,expense
2025-07-23 00:00:00,4426.81,expense
2025-09-20 00:00:00,9455.47,income
2025-01-12 00:00:00,1804.4,income
2025-01-09 00:00:00,8629.08,expense
2025-05-28 00:00:00,8804.07,income
2025-06-05 00:00:00,5578.05,expense
2025-11-10 00:00:00,8035.82,income
2025-01-14 00:00:00,9735.57,income
2025-04-23 00:00:00,3076.14,income
2025-07-05 00:00:00,5929.85,expense
2025-10-14 00:00:00,3968.02,income
2025-06-04 00:00:00,1333.26,expense
2025-06-20 00:00:00,4310.92,income
2025-04-06 00:00:00,5844.37,income
2025-12-05 00:00:00,4540.67,expense
2025-05-28 00:00:00,3657.88,income
2025-02-10 00:00:00,9463.26,income
2025-10-23 00:00:00,1648.19,income
2025-10-07 00:00:00,5527.9,expense
2025-05-02 00:00:00,4510.82,expense
2025-09-27 00:00:00,5468.66,income
2025-03-25 00:00:00,9444.38,expense
2025-02-04 00:00:00,8622.4,income
2025-08-24 00:00:00,3970.13,income
2025-06-21 00:00:00,9653.86,income
2025-04-16 00:00:00,8262.8,expense
2025-01-04 00:00:00,1142.24,expense
2025-01-10 00:00:00,9410.8,expense
2025-12-16 00:00:00,7064.93,income
2025-12-02 00:00:00,1098.48,expense
2025-04-03 00:00:00,7235.32,expense
2025-02-01 00:00:00,1845.05,expense
2025-01-20 00:00:00,2223.67,income
2025-11-16 00:00:00,4282.44,income
2025-02-12 00:00:00,8666.46,income
2025-06-02 00:00:00,1434.74,income
2025-09-28 00:00:00,2562.79,expense
2/9/2025,303.43,expense
2025-06-19 00:00:00,8932.87,income
2025-02-27 00:00:00,2685.99,expense
2025-11-01 00:00:00,5324.04,expense
2025-03-02 00:00:00,5938.61,expense
2025-01-25 00:00:00,5741.83,expense
2025-07-01 00:00:00,2660.07,expense
2025-04-21 00:00:00,2787.54,expense
2025-11-23 00:00:00,5535.76,expense
2025-03-04 00:00:00,9537.71,expense
2025-01-21 00:00:00,9568.78,expense
2025-11-17 00:00:00,2168.34,expense
2025-07-01 00:00:00,6001.85,income
2025-11-04 00:00:00,4530.07,expense
2025-05-09 00:00:00,6575.65,expense
2025-04-09 00:00:00,6544.53,income
2025-10-15 00:00:00,8250.92,expense
2025-09-08 00:00:00,5494.05,expense
2025-06-04 00:00:00,5128.93,income
2025-11-06 00:00:00,2751.12,income
2025-03-29 00:00:00,7504.97,income
2025-08-18 00:00:00,7400.86,expense
2025-04-24 00:00:00,6666.03,expense
2025-08-20 00:00:00,5791.08,expense
2025-09-10 00:00:00,7211.51,income
2025-03-31 00:00:00,3946.78,expense
2025-04-04 00:00:00,7875.55,income
2025-02-20 00:00:00,5102.71,expense
2025-04-04 00:00:00,7616.99,expense
2025-07-15 00:00:00,1625.42,expense
2025-04-26 00:00:00,4052.82,expense
2025-07-21 00:00:00,5844.27,expense
2025-01-14 00:00:00,9670.91,expense
2025-07-10 00:00:00,9622.38,expense
2025-03-12 00:00:00,2877.9,income
2025-11-02 00:00:00,4791.27,income
2025-05-20 00:00:00,1451.39,expense
2025-02-27 00:00:00,9173.65,expense
2025-09-12 00:00:00,8771.44,income
2025-10-03 00:00:00,4068.97,income
2025-09-17 00:00:00,1778.29,income
2025-08-30 00:00:00,3883.05,expense
2025-05-19 00:00:00,4629.82,income
2025-05-02 00:00:00,5599.23,expense
2025-10-29 00:00:00,7280.04,expense
2025-11-12 00:00:00,9615.51,income
2025-10-07 00:00:00,7751.81,expense
2025-07-11 00:00:00,5280.01,income
2025-03-15 00:00:00,7233.38,income
2025-10-23 00:00:00,2773.64,expense
2025-11-28 00:00:00,4945.03,expense
2025-07-12 00:00:00,4096.98,expense
2025-09-06 00:00:00,5500.89,expense
2025-07-22 00:00:00,5505.77,expense
2025-12-16 00:00:00,6607.06,income
2025-01-04 00:00:00,1914.86,expense
2025-08-16 00:00:00,5238.03,income
2025-08-14 00:00:00,3150.73,income
2025-11-18 00:00:00,9607.96,income
2025-09-13 00:00:00,9450.97,income
2025-11-16 00:00:00,9111.27,income
2025-11-22 00:00:00,2756.85,expense
2025-01-03 00:00:00,4676.7,expense
2025-08-01 00:00:00,2421.07,income
4/17/2025,255.3,expense
2025-01-12 00:00:00,8690.66,income
2025-09-27 00:00:00,3191.72,income
2025-11-19 00:00:00,2211.32,income
2025-03-25 00:00:00,4979.94,expense
2025-03-04 00:00:00,7002.78,expense
2025-11-03 00:00:00,7753.2,expense
2025-01-18 00:00:00,8986.69,expense
2025-03-21 00:00:00,2616.01,expense
2025-11-19 00:00:00,4393.35,expense
2025-10-23 00:00:00,5383.41,income
2025-04-27 00:00:00,8560.71,expense
2025-12-16 00:00:00,6586.99,expense
2025-01-09 00:00:00,5205.78,expense
2025-10-23 00:00:00,6125.17,income
1/22/2025,225.42,expense
2025-01-17 00:00:00,4344.56,expense
2025-06-03 00:00:00,1393.34,income
2025-07-30 00:00:00,5346.63,expense
2025-11-28 00:00:00,3480.85,expense
2025-03-01 00:00:00,3936.5,income
2025-12-30 00:00:00,3130.56,income
2025-02-14 00:00:00,4442.35,income
2025-04-19 00:00:00,2852.88,expense
2025-09-06 00:00:00,8750.17,income
2025-10-12 00:00:00,2967.91,expense
2025-02-02 00:00:00,2363.96,income
2025-10-18 00:00:00,8598.57,income
2025-04-18 00:00:00,4762.33,income
2025-08-13 00:00:00,7987.01,income
2025-02-02 00:00:00,7255.03,expense
2025-06-07 00:00:00,7966.24,income
2025-06-02 00:00:00,4187.68,expense
2025-08-29 00:00:00,9739.71,expense
2025-11-22 00:00:00,5266.62,expense
2025-07-16 00:00:00,5504.84,income
2025-10-16 00:00:00,5807.25,expense
2025-03-03 00:00:00,7568.9,income
2025-02-07 00:00:00,9235.41,expense
2025-03-25 00:00:00,8420.15,income
2025-01-03 00:00:00,5927.04,income
2025-10-04 00:00:00,9258.86,expense
2025-11-08 00:00:00,8645.11,expense
2025-11-04 00:00:00,1301.8,income
2025-02-14 00:00:00,8818.55,income
2025-12-23 00:00:00,8751.77,expense
2025-02-07 00:00:00,8579.69,expense
2025-02-13 00:00:00,1246.52,income
2025-10-13 00:00:00,3896.5,expense
2025-02-17 00:00:00,5881.01,income
2025-03-15 00:00:00,6788.6,income
2025-05-20 00:00:00,7147.25,income
5/5/2025,232.07,expense
2025-01-23 00:00:00,7877.94,expense
2025-11-05 00:00:00,6066.64,income
2025-05-01 00:00:00,4608.93,income
2025-11-11 00:00:00,8086.38,income
2025-04-09 00:00:00,7675.79,income
2025-06-06 00:00:00,9742.75,expense
2025-09-20 00:00:00,3460.14,income
2025-10-22 00:00:00,5722.07,income
2025-12-27 00:00:00,8498.33,income
2025-09-09 00:00:00,9387.08,income
2025-04-13 00:00:00,2161.53,income
2025-12-13 00:00:00,4758.4,expense
2025-11-23 00:00:00,4719.49,income
2025-01-11 00:00:00,4550.95,income
2025-09-25 00:00:00,6510.95,income
2025-02-16 00:00:00,3992.25,expense
2025-01-22 00:00:00,4011.75,income
2025-01-03 00:00:00,3779.9,income
2025-02-25 00:00:00,6733.44,expense
2025-11-07 00:00:00,8319.94,income
2025-12-27 00:00:00,4224.25,income
2025-01-09 00:00:00,2369.1,expense
2025-01-10 00:00:00,7451.96,expense
2025-10-14 00:00:00,1898.63,expense
2025-11-15 00:00:00,5451.94,expense
2025-11-07 00:00:00,1289.41,expense
6/19/2025,219.53,expense
2025-01-01 00:00:00,9512.66,income
2025-11-21 00:00:00,2518.9,expense
2025-09-11 00:00:00,1036.57,expense
2025-10-22 00:00:00,6006.13,income
2025-07-24 00:00:00,6643.9,expense
2025-01-12 00:00:00,4600.64,expense
2025-07-12 00:00:00,2563.9,income
2025-10-19 00:00:00,9965.71,expense
2025-07-16 00:00:00,2564.48,income
2025-05-04 00:00:00,4449.17,income
2025-04-04 00:00:00,8371.65,expense
2025-07-05 00:00:00,6971.37,income
2025-01-14 00:00:00,5281.75,income
4/23/2025,234.0,expense
2025-07-09 00:00:00,4405.45,income
2025-04-21 00:00:00,8884.17,income
2025-04-15 00:00:00,2970.35,income
2025-05-01 00:00:00,5790.35,income
2025-11-04 00:00:00,1354.3,income
2025-02-22 00:00:00,1129.86,income
2025-10-02 00:00:00,2093.05,income
2025-11-12 00:00:00,3841.63,expense
2025-07-30 00:00:00,2438.16,income
2025-12-14 00:00:00,6074.66,income
2025-11-16 00:00:00,4414.92,expense
2025-09-23 00:00:00,2920.72,income
2025-11-18 00:00:00,2169.26,income
2025-09-26 00:00:00,2458.61,income
2025-09-07 00:00:00,6464.81,income
2025-07-07 00:00:00,7508.08,income
2025-02-03 00:00:00,5895.14,income
2025-08-01 00:00:00,2461.61,income
2025-01-24 00:00:00,7888.05,expense
2025-06-03 00:00:00,7419.12,expense
2025-05-25 00:00:00,5642.12,income
2025-03-08 00:00:00,1412.54,income
2025-09-25 00:00:00,6641.82,expense
2025-09-29 00:00:00,2150.21,expense
2025-11-12 00:00:00,2761.27,income
2025-09-28 00:00:00,2015.24,expense
2025-05-07 00:00:00,7643.32,income
2025-11-07 00:00:00,5857.56,income
2025-10-06 00:00:00,8778.1,income
2025-04-04 00:00:00,8361.84,income
2025-07-15 00:00:00,8644.83,income
2025-02-11 00:00:00,6160.12,expense
2025-07-14 00:00:00,2949.06,income
2025-06-27 00:00:00,8919.58,income
2025-09-01 00:00:00,9975.42,income
2025-10-15 00:00:00,5731.14,income
2025-05-29 00:00:00,4154.6,income
2025-03-09 00:00:00,1954.46,expense
2025-12-08 00:00:00,8983.12,expense
2025-07-07 00:00:00,1926.08,income
2025-08-20 00:00:00,1161.32,income
2025-11-25 00:00:00,7820.94,income
2025-03-25 00:00:00,8698.41,expense
2025-03-31 00:00:00,9688.46,expense
2025-11-26 00:00:00,5369.66,income
2025-04-05 00:00:00,1869.95,income
2025-11-01 00:00:00,3148.44,income
2025-08-31 00:00:00,3489.48,expense
2025-11-22 00:00:00,5343.91,income
2025-01-27 00:00:00,1939.94,income
2025-06-18 00:00:00,7892.02,expense
2025-05-19 00:00:00,5125.07,expense
2025-03-11 00:00:00,7782.47,expense
2025-12-09 00:00:00,7913.49,expense
2025-08-09 00:00:00,6001.21,expense
2025-06-25 00:00:00,7992.63,income
2025-05-13 00:00:00,2700.85,income
2025-02-28 00:00:00,7201.88,expense
2025-03-17 00:00:00,3275.8,expense
2025-07-07 00:00:00,5893.02,income
2025-04-27 00:00:00,6616.63,income
2025-10-03 00:00:00,1917.03,income
2025-12-19 00:00:00,2460.4,income
2025-02-25 00:00:00,3770.79,income
2025-09-05 00:00:00,3216.64,income
2025-02-19 00:00:00,7257.09,expense
2025-12-22 00:00:00,4388.97,expense
2025-11-02 00:00:00,5109.87,expense
2025-12-24 00:00:00,3492.9,income
2025-11-14 00:00:00,2085.65,income
2025-04-27 00:00:00,5378.06,expense
2025-02-05 00:00:00,3777.04,income
2025-07-12 00:00:00,2019.74,income
2025-12-04 00:00:00,6372.31,expense
1/8/2025,236.75,expense
2025-11-12 00:00:00,6809.82,expense
2025-04-02 00:00:00,2125.2,income
2025-04-23 00:00:00,1989.38,income
2025-05-18 00:00:00,1832.87,income
2025-09-15 00:00:00,4210.84,expense
2025-07-22 00:00:00,2989.41,income
2025-05-26 00:00:00,2752.09,income
2025-08-26 00:00:00,6312.48,expense
2025-06-02 00:00:00,1667.25,income
2025-08-17 00:00:00,7403.02,expense
2025-07-05 00:00:00,3212.55,income
2025-09-09 00:00:00,2303.89,income
2025-04-16 00:00:00,2869.91,expense
3/24/2025,239.0,expense
2025-05-06 00:00:00,7774.96,expense
2025-04-03 00:00:00,1296.53,income
2025-10-24 00:00:00,8518.98,income
2025-04-05 00:00:00,9595.75,income
2025-11-07 00:00:00,2110.32,income
2025-05-28 00:00:00,9560.05,expense
2025-05-15 00:00:00,3438.96,income
2025-08-17 00:00:00,8579.58,expense
2025-03-21 00:00:00,3544.99,expense
2025-01-04 00:00:00,7483.88,expense
2025-05-02 00:00:00,6148.69,income
2025-02-03 00:00:00,2981.11,income
2025-10-22 00:00:00,6597.91,income
2025-02-13 00:00:00,8234.66,expense
2025-12-30 00:00:00,3622.27,expense
2025-06-03 00:00:00,1506.43,expense
2025-05-08 00:00:00,7242.38,income
2025-08-08 00:00:00,5915.7,expense
2025-07-27 00:00:00,8816.41,expense
2025-02-18 00:00:00,4094.51,income
2025-06-26 00:00:00,1581.92,expense
2025-04-28 00:00:00,4786.19,expense
2025-07-03 00:00:00,6167.85,expense
5/3/2025,289.52,expense
2025-08-27 00:00:00,1473.1,income
2025-04-12 00:00:00,2101.08,income
2025-09-12 00:00:00,1519.66,income
2025-11-06 00:00:00,7807.07,expense
2025-07-13 00:00:00,2459.59,expense
2025-07-16 00:00:00,2471.26,expense
2025-10-17 00:00:00,9650.02,income
2025-03-26 00:00:00,1386.21,income
2025-12-22 00:00:00,3730.68,income
2025-02-27 00:00:00,8891.96,expense
2025-10-15 00:00:00,8125.19,expense
2025-01-21 00:00:00,1219.22,income
2025-06-21 00:00:00,4613.23,expense
2025-04-07 00:00:00,6132.38,expense
2025-04-30 00:00:00,6341.47,expense
2025-12-09 00:00:00,5388.21,expense
2025-07-31 00:00:00,2291.82,expense
2025-04-15 00:00:00,5006.68,income
2025-01-11 00:00:00,4422.79,expense
2025-07-13 00:00:00,6734.74,expense
2025-01-29 00:00:00,4920.71,income
2025-03-06 00:00:00,5302.64,expense
2025-04-23 00:00:00,8751.48,income
2025-10-05 00:00:00,5677.97,income
2025-10-09 00:00:00,1273.78,income
2025-12-18 00:00:00,3900.25,expense
2025-10-14 00:00:00,6037.05,income
2025-02-04 00:00:00,3750.31,income
2025-04-30 00:00:00,9907.54,income
2025-02-25 00:00:00,6824.82,income
2025-11-30 00:00:00,2192.98,income
2025-07-08 00:00:00,6491.11,income
2025-06-25 00:00:00,8363.88,income
2025-08-28 00:00:00,7855.12,income
2025-08-11 00:00:00,2228.09,expense
2025-03-05 00:00:00,4191.13,expense
2025-11-18 00:00:00,9151.39,expense
2025-03-06 00:00:00,8783.98,expense
2025-03-06 00:00:00,9581.92,income
2025-08-09 00:00:00,4487.11,income
2025-03-14 00:00:00,8025.73,income
2025-03-07 00:00:00,6996.53,expense
2025-02-13 00:00:00,4313.44,expense
2025-08-25 00:00:00,9854.15,income
2025-10-24 00:00:00,3427.32,income
2025-08-04 00:00:00,3660.27,expense
2025-11-22 00:00:00,2247.17,expense
2025-09-22 00:00:00,4829.94,income
2025-12-06 00:00:00,2226.85,income
2025-01-16 00:00:00,3069.29,income
2025-09-02 00:00:00,6945.88,expense
2025-02-13 00:00:00,3313.69,expense
2025-03-23 00:00:00,7318.09,income
2025-04-03 00:00:00,8575.12,expense
2025-08-08 00:00:00,8978.54,income
2025-10-29 00:00:00,8646.73,expense
2025-10-08 00:00:00,5862.4,income
2025-12-23 00:00:00,4215.5,income
2025-05-25 00:00:00,1923.4,income
2025-06-03 00:00:00,6243.74,expense
2025-08-24 00:00:00,1611.84,expense
2025-08-23 00:00:00,1689.24,expense
2025-01-23 00:00:00,5216.42,income
1/20/2025,211.9,expense
2025-10-21 00:00:00,7591.78,expense
2025-07-02 00:00:00,1906.08,income
2025-02-24 00:00:00,3258.73,income
2025-10-06 00:00:00,2110.47,income
2025-04-18 00:00:00,1192.49,income
2025-04-03 00:00:00,3083.15,income
2025-04-25 00:00:00,8894.92,income
2025-11-24 00:00:00,4551.66,income
2025-10-21 00:00:00,9145.46,income
2025-01-17 00:00:00,3690.25,income
2025-10-23 00:00:00,3785.04,income
2025-03-15 00:00:00,1023.23,income
2025-03-29 00:00:00,8614.49,income
2025-12-27 00:00:00,4178.63,income
2025-01-22 00:00:00,1695.68,income
2025-08-11 00:00:00,6468.57,expense
2025-08-22 00:00:00,9278.29,expense
2025-03-27 00:00:00,2797.07,expense
2025-07-27 00:00:00,4159.41,expense
2025-01-04 00:00:00,7058.98,income
2025-03-20 00:00:00,6595.7,income
2025-03-28 00:00:00,4808.75,expense
2025-03-13 00:00:00,2748.18,income
2025-11-16 00:00:00,3499.29,income
2025-09-02 00:00:00,8656.48,expense
2025-06-07 00:00:00,7479.39,income
2025-06-18 00:00:00,3675.36,income
2025-04-27 00:00:00,7240.64,expense
2025-07-08 00:00:00,2075.26,income
2025-01-19 00:00:00,1320.1,income
2025-10-30 00:00:00,2963.44,expense
2025-09-30 00:00:00,9744.53,expense
2025-07-08 00:00:00,1354.16,income
2025-05-05 00:00:00,9656.9,expense
2025-02-06 00:00:00,1608.18,income
2025-10-23 00:00:00,8746.24,income
2025-03-16 00:00:00,3941.72,expense
2025-07-07 00:00:00,4928.13,income
3/7/2025,237.64,expense
2025-04-04 00:00:00,1280.39,expense
2025-12-12 00:00:00,7347.45,income
2025-02-21 00:00:00,7390.99,expense
2025-09-23 00:00:00,9180.46,expense
2025-12-26 00:00:00,1416.39,expense
2025-10-07 00:00:00,2052.51,income
2025-03-02 00:00:00,8664.98,expense
2025-04-27 00:00:00,8085.85,expense
2025-05-21 00:00:00,8025.54,income
5/25/2025,274.06,expense
2025-12-04 00:00:00,6237.96,expense
2025-05-13 00:00:00,6277.64,expense
2025-07-27 00:00:00,9011.15,expense
2025-02-14 00:00:00,2208.19,income
2025-11-28 00:00:00,9751.05,income
2025-09-13 00:00:00,5264.99,expense
2025-09-23 00:00:00,7019.38,income
2025-05-27 00:00:00,7981.0,expense
2025-02-27 00:00:00,8889.38,income
2025-06-15 00:00:00,5951.14,income
2025-08-18 00:00:00,7679.14,income
2025-01-19 00:00:00,2799.59,income
2025-01-31 00:00:00,9853.16,income
2025-08-15 00:00:00,8935.29,expense
2025-06-13 00:00:00,5448.62,expense
2025-12-26 00:00:00,9938.46,income
2025-08-25 00:00:00,2734.74,expense
2025-02-02 00:00:00,5292.33,income
2025-04-30 00:00:00,7690.77,expense
2025-08-02 00:00:00,1514.61,income
2025-08-04 00:00:00,7479.26,income
2025-02-05 00:00:00,4551.01,expense
2025-08-26 00:00:00,4414.23,expense
2025-04-03 00:00:00,4448.34,income
2025-09-16 00:00:00,5057.09,income
2025-08-15 00:00:00,7622.32,income
2025-02-02 00:00:00,7743.79,income
2025-01-18 00:00:00,4521.53,expense
2025-08-30 00:00:00,3786.99,expense
1/16/2025,221.59,expense
2025-02-25 00:00:00,7240.21,income
2025-07-02 00:00:00,8275.11,expense
2025-02-21 00:00:00,4239.38,income
2025-09-13 00:00:00,2600.28,income
2025-08-02 00:00:00,5376.6,expense
2025-08-08 00:00:00,4662.56,income
2/4/2025,260.69,expense
2025-05-18 00:00:00,3316.94,expense
2025-06-26 00:00:00,2948.49,income
2025-05-15 00:00:00,6212.06,expense
2025-05-22 00:00:00,3497.3,income
2025-04-28 00:00:00,1823.3,income
2025-11-08 00:00:00,5518.82,income
2025-06-12 00:00:00,4341.96,expense
2025-05-21 00:00:00,3047.7,income
2025-06-08 00:00:00,5069.55,expense
2025-09-03 00:00:00,9039.34,expense
2025-12-30 00:00:00,6394.47,income
2025-05-19 00:00:00,2906.4,expense
2025-07-28 00:00:00,7840.7,expense
2025-09-14 00:00:00,8227.93,income
2025-04-13 00:00:00,5739.96,income
2025-03-09 00:00:00,4806.2,expense
2025-02-14 00:00:00,4658.62,income
2025-02-12 00:00:00,4857.8,income
2025-09-30 00:00:00,8451.09,income
2025-05-06 00:00:00,4762.09,income
2025-11-27 00:00:00,8898.74,income
2025-02-13 00:00:00,3595.9,income
2025-02-13 00:00:00,8425.43,expense
2025-12-14 00:00:00,4970.26,income
2025-07-19 00:00:00,5541.53,expense
2025-05-03 00:00:00,1672.23,income
2025-06-24 00:00:00,1937.11,expense
2025-11-02 00:00:00,6027.0,income
2025-10-18 00:00:00,4122.67,expense
2025-12-22 00:00:00,4888.9,expense
2025-05-24 00:00:00,1596.01,income
2025-10-27 00:00:00,9770.68,expense
2025-07-01 00:00:00,4498.23,expense
2025-07-01 00:00:00,6798.48,income
2025-11-02 00:00:00,5855.78,income
2025-05-04 00:00:00,6070.13,expense
2025-06-05 00:00:00,8580.45,income
2025-03-08 00:00:00,3092.4,income
2025-11-17 00:00:00,9745.97,income
1/30/2025,224.67,expense
2025-12-25 00:00:00,7636.09,expense
2025-01-28 00:00:00,9632.09,income
2025-09-17 00:00:00,3562.2,expense
2025-10-30 00:00:00,1506.14,expense
2025-06-01 00:00:00,7866.02,expense
2025-10-23 00:00:00,3768.6,income
2025-06-02 00:00:00,8783.88,expense
2025-03-31 00:00:00,4012.0,expense
2025-11-12 00:00:00,3815.37,expense
2025-02-09 00:00:00,3972.38,income
2025-12-05 00:00:00,9747.92,income
2025-12-10 00:00:00,5389.83,expense
2025-09-13 00:00:00,6646.03,income
2025-03-19 00:00:00,6458.17,expense
2025-10-15 00:00:00,9900.34,income
2025-11-25 00:00:00,5917.39,expense
2025-04-28 00:00:00,2390.58,expense
2025-08-06 00:00:00,6051.82,expense
2025-01-26 00:00:00,6730.01,income
2025-07-19 00:00:00,9611.56,income
2025-03-28 00:00:00,6984.1,expense
2025-03-27 00:00:00,7867.43,expense
2025-03-15 00:00:00,1056.89,income
2025-05-24 00:00:00,9278.45,income
2025-06-27 00:00:00,4994.07,expense
2025-11-30 00:00:00,4256.3,income
2025-01-27 00:00:00,9008.09,income
2025-07-31 00:00:00,7791.36,expense
2025-03-23 00:00:00,6112.7,expense
2025-02-24 00:00:00,6357.52,expense
2025-08-28 00:00:00,7856.65,expense
2025-11-18 00:00:00,1162.95,income
2025-10-31 00:00:00,7583.4,expense
4/27/2025,279.47,expense
2025-10-19 00:00:00,5889.99,income
2025-09-05 00:00:00,8261.93,expense
2025-03-31 00:00:00,8803.5,income
2025-10-11 00:00:00,5232.86,income
2025-04-16 00:00:00,5720.92,income
2025-09-20 00:00:00,2080.74,expense
2025-11-15 00:00:00,6315.45,income
2025-05-01 00:00:00,4958.17,income
2025-08-15 00:00:00,4094.67,expense
2025-07-27 00:00:00,8093.83,income
2025-06-11 00:00:00,2610.45,income
2025-03-04 00:00:00,8319.81,income
2025-01-29 00:00:00,5463.77,income
2025-02-15 00:00:00,6617.49,income
2025-03-21 00:00:00,3975.86,expense
2025-03-29 00:00:00,9318.19,expense
2025-08-24 00:00:00,2702.53,income
2025-04-07 00:00:00,1845.44,expense
2025-08-04 00:00:00,9233.47,expense
2025-12-06 00:00:00,3449.08,income
2025-11-26 00:00:00,5096.91,income
5/7/2025,214.29,expense
2025-11-24 00:00:00,8756.11,expense
2025-11-12 00:00:00,7252.5,expense
2025-06-23 00:00:00,1890.34,expense
2025-03-15 00:00:00,4326.56,income
2025-05-23 00:00:00,7662.2,income
5/14/2025,230.79,expense
2025-09-30 00:00:00,9428.54,expense
2025-08-30 00:00:00,7675.73,expense
2025-02-19 00:00:00,1438.02,income
2025-08-06 00:00:00,6695.22,expense
2025-05-21 00:00:00,9433.0,income
2025-12-03 00:00:00,4246.34,income
2025-02-18 00:00:00,7261.69,income
2/5/2025,235.11,expense
2025-09-30 00:00:00,7510.42,expense
2025-03-18 00:00:00,7379.81,income
2025-11-14 00:00:00,3363.71,income
2025-03-07 00:00:00,4439.52,income
2025-05-30 00:00:00,8364.37,expense
2025-09-11 00:00:00,8608.56,expense
2025-05-27 00:00:00,7483.45,expense
2025-01-30 00:00:00,4861.08,income
2025-02-04 00:00:00,1923.28,expense
2025-11-20 00:00:00,3848.91,income
2025-07-11 00:00:00,8680.49,income
2025-12-21 00:00:00,7688.89,expense
2025-03-27 00:00:00,7591.31,income
2025-12-28 00:00:00,3977.6,expense
4/2/2025,244.59,expense
2025-06-01 00:00:00,9076.4,expense
2/26/2025,239.88,expense
2025-04-08 00:00:00,4213.26,expense
2025-02-24 00:00:00,2497.78,income
2025-04-08 00:00:00,1609.06,expense
2025-12-19 00:00:00,9854.2,income
2025-05-08 00:00:00,9070.84,expense
2025-03-02 00:00:00,8764.25,expense
2025-02-23 00:00:00,7584.3,expense
2025-09-25 00:00:00,1481.62,expense
2025-06-25 00:00:00,9426.55,income
2025-10-18 00:00:00,8700.3,income
2025-06-10 00:00:00,2698.05,income
2025-05-18 00:00:00,8457.4,expense
2025-09-04 00:00:00,8645.02,expense
2025-01-30 00:00:00,5150.42,income
2025-06-06 00:00:00,2248.07,expense
2025-08-05 00:00:00,2452.07,expense
2025-04-30 00:00:00,9577.92,expense
2025-06-30 00:00:00,5293.09,income
2025-09-29 00:00:00,4206.97,expense
2025-06-07 00:00:00,6039.57,income
2025-10-21 00:00:00,2216.05,income
2025-04-11 00:00:00,1102.5,income
2025-08-02 00:00:00,2728.27,income
2025-01-01 00:00:00,1757.83,income
2025-12-30 00:00:00,6130.36,expense
2025-11-22 00:00:00,4687.74,expense
2025-05-29 00:00:00,4660.51,income
2025-01-09 00:00:00,6290.23,income
2025-11-06 00:00:00,9181.56,expense
2025-01-22 00:00:00,5726.63,expense
2025-09-12 00:00:00,3524.2,expense
6/2/2025,220.37,expense
2025-07-30 00:00:00,6195.62,expense
2025-02-26 00:00:00,2319.93,income
